focus_switch_rate,overall_idle_percent,main_keystrokes,main_mouse_events,helper_keystrokes,helper_mouse_events,entertain_keystrokes,entertain_mouse_events,status
0,0.9393007576598069,0.0,0.0013970210371612832,0.0,0.009172003530398532,0.01189924625400024,0.013918238749004252,idle
4,0.15749239956167144,0.2116370278003941,0.199289856431886,0.05707771568033365,0.6618634061098438,0.03349545015980605,0.058774312185043906,active
5,0.0942231765799641,0.17780801774419222,0.18778028581592415,0.3862848299947681,0.6598639197977226,0.049574544211621295,0.04997507337282542,active
10,0.0,0.002730982444463702,0.20335227899428007,0.09164882195540429,0.10044648332551015,0.6706594010450938,0.5593758186144087,distracted
11,0.0,0.08960836815283246,0.20416083315713998,0.10819396652288996,0.10254823208604459,0.7723343627832657,0.681360197503533,distracted
8,0.1411284296696575,0.07436282285670867,0.20611044211407878,0.05291927665644496,0.9033112539580814,0.04256911592165087,0.04514997739455559,active
26,0.0395619980413957,0.5953960961207403,0.20263116504885617,0.11329604385899095,0.08383162944699377,0.059698931552334994,0.04031435442494555,fragmented
4,0.011917452580696809,0.8788116482669477,0.27146316205739807,0.10378735625148564,0.10779721192902376,0.04157879163118028,0.036207934299251704,productive
1,0.07079489313741506,0.4995720531353806,0.5395807135350925,0.11241643227648414,0.11040927163353718,0.04314477024809136,0.0551628087175048,productive
14,0.13564076395089658,0.15855882227216983,0.1890203791483887,0.1858876905146425,0.5794404772481251,0.04037352406225812,0.05255838334282934,active
0,0.8496579667650591,0.0,0.016504438624769135,0.0035337474396567492,0.0,0.0018361214344361362,0.0,idle
5,0.06872508320715695,0.04160647124838057,0.20352464567059825,0.09602777949937005,0.10712238780176456,0.8419472988879768,0.6956503295412968,distracted
22,0.01348375920705622,0.31455507765388613,0.20291516310116486,0.10348800777185804,0.09796668773482665,0.21352356042416193,0.057480252732903116,fragmented
7,0.0,0.025500173504107285,0.2007670459817044,0.10325472845006547,0.08855772139097123,0.753402115669125,0.7045884144805252,distracted
34,0.026650721953009764,0.5338053388463857,0.19716664240780873,0.10662757736456467,0.10493904786448559,0.19478030036760724,0.06098707877662044,fragmented
11,0.06504964317693512,0.05941096302626139,0.20694458284094153,0.09053592113511966,0.09310685110869939,0.6123357429669324,0.8273007677917831,distracted
15,0.024521412125414786,0.08114062267212609,0.21767182168644442,0.09982981686655375,0.1025824339358146,0.8907397522141141,0.678644516449134,distracted
4,0.008629852897767932,1.0,0.5826751546129398,0.1084680841871866,0.11401995864145488,0.040500117803421075,0.05947626667269866,productive
3,0.06586555407430729,0.892756245899495,0.46005896696722137,0.10488794280797335,0.10219963993820383,0.04774946252347906,0.03165387097147481,productive
2,0.0,0.09782119093896158,0.19205035583810773,0.08786277371244838,0.08520270374457159,0.8054477783741824,0.48673766619928566,distracted
24,0.0164108802625421,0.35855304258107135,0.1998846033027777,0.08566734573426886,0.10537952353177552,0.2773615045542321,0.026059822639122106,fragmented
5,0.07987053478076786,0.7351181870508567,0.7754341425219943,0.09014048386764022,0.09863716234325745,0.05913765590771382,0.03813356295779462,productive
43,0.0,0.0,0.20223852452302465,0.09845120605123324,0.09066097892825502,0.01030036602518741,0.04616289156774429,fragmented
5,0.02520090548809437,0.4337237523594989,0.3788854580627412,0.10759262851342692,0.10315430479436258,0.05754562610667708,0.03131852263102847,productive
24,0.021303110213674398,0.20936259197574708,0.1958501962881794,0.09883745880307854,0.10446704572080968,0.0,0.05362133644368148,fragmented
26,0.013957274823000188,0.2130567634247092,0.2012086126675414,0.09304695597664456,0.08583197649121144,0.0,0.040779437746472164,fragmented
2,0.0567033372448353,0.6634119055028578,0.4458603899924159,0.10335666283974516,0.09366721748567981,0.06607480463579232,0.0454906203249707,productive
7,0.05917446586212219,0.2901424278082828,0.1851667035768183,0.14122016560628062,0.6267339834655148,0.04284585976190003,0.06658445687554153,active
3,0.03467710301228856,0.9674162418928641,0.48897749617406827,0.09604845046671824,0.11460703828147288,0.06793047632806337,0.04150463921939293,productive
65,0.0,0.2349078003528268,0.19574905231670608,0.09722943539206506,0.08860576498065614,0.4860430281250092,0.06184147620614819,fragmented
5,0.0572248360101619,0.9881352478527309,0.4080957308446109,0.08808575991460846,0.10008228407112639,0.04769273989681758,0.03329135685934911,productive
25,0.014431447445501622,0.16887941041179091,0.1977320283990958,0.10756977656275798,0.0974167758722867,0.259021973459407,0.05952682732612386,fragmented
5,0.03628122133937338,0.6059709800973175,0.6241649918990028,0.10680676705758901,0.0989916579887162,0.03921295857227694,0.07148762447697446,productive
8,0.1121646683220365,0.31336290251469195,0.20218631248102664,0.0758356795598207,0.5659331046408498,0.057977937751827295,0.05256987103606318,active
0,0.8627981973585771,0.00534485106956096,0.0,0.003157607875218063,0.008010020904547437,0.006381348334525231,0.010050802075688692,idle
0,0.9143707899100958,0.012483527209354089,0.007115404197537894,0.00060481030820256,0.0012108909653722705,0.013235487497602073,0.0,idle
54,0.033178868431936424,0.4638249440849469,0.1841332243191645,0.09343521689844468,0.09030823520698163,0.3548785661919579,0.04205071956521198,fragmented
0,0.9837984709634634,0.000157263880605216,0.0,0.0,0.0,0.006582670315780713,0.016270491646623215,idle
1,0.06024683774537345,0.747879904574398,0.5545485132554449,0.11839226766640268,0.09269661396532934,0.06688020916866008,0.053426270081925714,productive
5,0.03899241466872044,0.7662908002186959,0.2723120861780472,0.08946257975146077,0.11169830559615776,0.06442514817457856,0.0500920290396036,productive
0,0.9518140120640124,0.0,0.0016202330109427912,0.009833027638082257,0.0,0.01016779747328579,0.0,idle
3,0.025484237712129175,0.3457990806811863,0.20781108008631602,0.09610784746882545,0.10235896684132846,0.26685251627596324,0.07231262471810701,fragmented
19,0.0654436414338356,0.38353745194897265,0.213815720024724,0.11610133256224252,0.10187870913095844,0.33489107729251316,0.046061973647041954,fragmented
43,0.0,0.6410963416857972,0.2003324972841777,0.08746614089338398,0.10559893869021741,0.47204991016448467,0.03268655585147108,fragmented
1,0.047144193725151246,0.4508670020926414,0.24550597148687595,0.0997673940402668,0.10705904226449224,0.05138170076976134,0.06535233624884718,productive
51,0.0,0.25664855557708516,0.208707446316866,0.09259354993791692,0.10289996967429704,0.3074222781164538,0.045494941104203074,fragmented
12,0.06269440380526209,0.0,0.20081738716459882,0.10215235772973372,0.09544245534984044,0.7175977641326405,0.8872379487050194,distracted
0,0.8966034380298424,0.0,0.013812095691827078,0.011108737561107624,0.0,0.0023631534876038594,0.0,idle
16,0.16687420689011484,0.01379987337481181,0.2024580953644727,0.0,0.496813987724371,0.0591918764544059,0.04500880690281803,active
0,0.0832998740824043,0.714216907513872,0.2774166381210202,0.1104073626591452,0.08908380534254283,0.03402488022640851,0.048747719032143484,productive
21,0.058528649448657294,0.0410870080855925,0.18781727188659486,0.080373736469433,0.11456800543865758,0.9590918250796763,0.8646097564515718,distracted
34,0.041683384136159275,0.6396262388281161,0.2019850529250934,0.0897408659313503,0.09208365385988827,0.051702142295212764,0.048237011903218815,fragmented
22,0.008339786625531944,0.0,0.20741852707560304,0.08702453432777954,0.10178513005481175,0.06447313137648852,0.0586742340909243,fragmented
5,0.06776450507242114,0.8891279601085572,0.6911623293998366,0.09537837274887373,0.09548800389967509,0.046685416215189,0.06792602385001231,productive
27,0.00214766630770963,0.014511422104983768,0.18836626784173638,0.11351912134503538,0.09489163411717572,0.24680149888102057,0.05208039938152123,fragmented
7,0.03723408669074861,0.7183466276397334,0.472601514191824,0.0932352119779823,0.10358214851662391,0.060530127142782914,0.036860699969251495,productive
0,0.9689192932744508,0.009211968503003851,0.0,0.0,0.0,4.052060201382328e-05,0.0066993869090732905,idle
32,0.0,0.6028175492246985,0.20485502227167454,0.1160520505401846,0.11028758556850451,0.27141374840417454,0.05829803490923424,fragmented
7,0.0,0.04357748775834326,0.1949916127367117,0.09250507142325966,0.10168290307743602,1.0,0.5309814257651105,distracted
0,0.8578387517975273,0.0,0.0,0.00020830864233418935,0.0,0.0,0.016610462639172305,idle
8,0.16599737393044453,0.12023785999845106,0.17816325334380634,0.35822269699744397,0.6983052028492693,0.050294121147196995,0.068921244247555,active
4,0.04733091369681416,0.8274354938142315,0.59452494124913,0.1146839673401152,0.11459804263003938,0.05094876205003811,0.053198218846194356,productive
1,0.04146624846215598,0.49660562247400347,0.5787333045212465,0.09725180230569164,0.09712569544077691,0.052832476300474954,0.059421422730528965,productive
4,0.05636346409826512,0.7028442172059522,0.19277545427226336,0.08674719167862766,0.11085246523968553,0.059914013431777866,0.04325268012304321,productive
5,0.041457893016406074,0.7788071680887647,0.6419602466084386,0.10405961062887246,0.09654650808950437,0.05290887882293871,0.061023102230674614,productive
0,0.8433548307608728,0.0,0.0010712774593677414,0.001978863013852849,0.0,0.0,0.0,idle
15,0.05649244813496389,0.04441226299538732,0.19588154478352787,0.08503230140492105,0.08718621681456118,0.5635592377261234,0.8668918660768974,distracted
8,0.07419128664480312,0.0031718344556797866,0.19762083583048234,0.10701855860726812,0.10113837772936535,0.9365265896205481,0.977509351092808,distracted
0,0.9450907235386161,0.012517261060505443,0.008775261529524896,2.7704953802041157e-05,0.0,0.005407121068782208,0.0059400030535000925,idle
37,0.02638256279053883,0.17360335579397076,0.20574745085467025,0.09104030848456193,0.10964512868629739,0.35089983245052314,0.047564514326078514,fragmented
5,0.1658286157230865,0.1924364751020831,0.19991643324309813,0.02167649632876756,0.7455785933969048,0.04453522874393956,0.04012506806496874,active
6,0.02072750598506653,0.6180330086455346,0.2888452394157006,0.09321138572785856,0.09676618991052406,0.043500841451029455,0.05323935062559828,productive
0,0.9632674210365433,0.0,0.00493199111206418,0.0012158955834382162,0.00822335544209119,0.0,0.0,idle
7,0.18466370759458708,0.18101500579291735,0.2062560673109012,0.3465935010091548,0.5560407858108571,0.05622218804632094,0.053264802566592544,active
4,0.0313631200357999,0.9640656879796498,0.7115860934838458,0.08590484715229939,0.1045275904747278,0.06746368209987762,0.05035466907607846,productive
10,0.09305837299222496,0.18915310323872236,0.2089632424792439,0.28286413551355677,0.6958280080147126,0.059429246713885574,0.05865973449840508,active
7,0.02494897075866818,0.8900433600100603,0.4206933084307197,0.07607228969212147,0.09666725975636246,0.03919963918783364,0.045758009756592354,productive
50,0.021243502018804594,0.5881649562005041,0.2006355409420544,0.1104178930950417,0.1127765138939605,0.0,0.03416219311655336,fragmented
35,0.024111952226219757,0.5450600379909489,0.19316489563975398,0.10442869836214713,0.1043515240823307,0.14873990863699918,0.05276621230466632,fragmented
3,0.03999103825094524,0.07148887100077285,0.19850653326631554,0.267138953020876,0.7423569956591873,0.056784024326383346,0.029285258381168106,active
10,0.045972997562627,0.15431939525863145,0.19462162691521495,0.328913824962991,0.8208835576733201,0.0478852646267654,0.05361113698144819,active
0,0.9791634181229824,0.015570480347599764,0.0029979978631430077,0.008301690231942313,0.0,0.0,0.0,idle
3,0.06405605993110979,0.4719173713268024,0.5268086747119739,0.11600474492416366,0.10080780169922404,0.05374636795859794,0.06053307874815418,productive
2,0.08467653791096522,0.1350992268474509,0.19116556785218533,0.14843235313042547,0.542545437316347,0.037596703456643954,0.0482240226610674,active
7,0.01567809981281086,0.8340309542632223,0.22934514539617468,0.08238931037828147,0.10509979051008676,0.031118802591338215,0.02905425593111738,productive
43,0.0,0.4670444964921449,0.2155774540303946,0.10594935350901281,0.1079796141984363,0.04259030383608297,0.07498336207337147,fragmented
0,1.0,0.0,0.0,0.0,0.004824018151716721,0.006934651017594586,0.004915326068632608,idle
4,0.061940821344550964,0.8075805473084574,0.47213171932685016,0.10808076791323235,0.11193887812272155,0.06753359120436273,0.042523305160639194,productive
9,0.009584151951184864,0.047315159506602686,0.19952954771032255,0.11262938533910705,0.09346570444693668,0.8171852262214783,0.9643094077473633,distracted
5,0.0,0.07371238068888956,0.20461815762231705,0.09769978194427352,0.09018048415758566,0.8524525548780347,0.6395515113995187,distracted
5,0.06297190410090732,0.7715722519017445,0.36184850172211447,0.08637025103958973,0.10875722316118039,0.04204254208760411,0.044180019923833636,productive
9,0.09495813394166129,0.16864471428096797,0.1971497114374556,0.05714829442872032,0.6640449338720759,0.08143007275500075,0.04972719057839586,active
4,0.07697720188982377,0.1410107103606545,0.1864213249642657,0.20246358101916204,0.5980814182551167,0.06759556488007765,0.04145695489496385,active
0,0.9842997193351302,0.0021463459017413587,0.0,0.0,0.0064487842340369556,0.0,0.0018644942498968213,idle
5,0.05203003352310434,0.5881527579206032,0.7688534324981723,0.1045814118912438,0.09330030304161485,0.06647521288799417,0.028985265001794526,productive
4,0.07345743174364446,0.699238505338204,0.29554257673724543,0.0988453753477385,0.10819987010507859,0.03782317539495385,0.04597187066728449,productive
3,0.07388483638458704,0.885606105428778,0.3778569385331828,0.10050016117451127,0.10551999404694495,0.06537008386934305,0.05409192432144388,productive
36,0.03585121501361071,0.41427582736214663,0.1996321862239567,0.10755685095824007,0.10500357772876186,0.06697904512361051,0.032072857332282934,fragmented
5,0.06862018506996762,1.0,0.5132466050911292,0.09832643085833494,0.0874396637122356,0.06582606257837648,0.053280539961590774,productive
43,0.03981762994272055,0.13532674186091395,0.20631367383754434,0.08103519140436369,0.10498634553330881,0.12247476915085985,0.049761941399605304,fragmented
37,0.03248805496559329,0.5085724190865962,0.20694662341881778,0.095133866372464,0.1113877320187908,0.3209636969647648,0.05628349916022016,fragmented
8,0.06512480834973217,1.0,0.7469612545429872,0.09660452499286039,0.08345604090305851,0.0618481389974613,0.04617660389699385,productive
23,0.014340475654655849,0.3215341347005243,0.1904943649878994,0.11580114818612675,0.10008489437117005,0.12756481599334182,0.05631423417870156,fragmented
11,0.10038721830510869,0.06645328615700709,0.20776553881699622,0.05683009485441664,0.5452187098776718,0.038841210025550715,0.04351696086707137,active
4,0.013891891390304223,0.7964722710271334,0.7542400664011415,0.0987629375408359,0.09831750551143102,0.06258078144020868,0.046880140842271996,productive
12,0.12396951342722062,0.05856226153022561,0.20798097851252087,0.10719468344428759,0.08809450119305107,0.5402686189197468,0.6355547679260327,distracted
35,0.030707778633681498,0.3701902765670202,0.1973024362369976,0.0925288971710476,0.10180743048122029,0.4442204589957336,0.03124616329353885,fragmented
0,0.041558590070211086,0.6879384745885055,0.45457775068308565,0.0914974636785773,0.09138896012399043,0.05221781964574836,0.042806224577175,productive
31,0.022903342252162225,0.23706680624757226,0.20137786476648,0.12043846094098931,0.08208641510025172,0.09222040366934806,0.06318390866304884,fragmented
2,0.05276876164383199,0.6155868901318213,0.651797397643063,0.08807320392361712,0.09216297737897301,0.06556332181243807,0.04923334010381332,productive
2,0.017280324747475068,0.8076741196847997,0.77318025188331,0.07875880534438452,0.083280275596693,0.05145102678563454,0.05433988923451339,productive
10,0.08860824727709984,0.1899991056393713,0.21250263475837555,0.12230615316564274,0.7712998814790477,0.05734326738058472,0.052126152841733935,active
12,0.09773686499456449,0.08631418848566594,0.22523555943072293,0.32437596238282285,0.8661085538114928,0.06011013374596454,0.05159297123058728,active
0,0.8966004008538037,0.0,0.005745060845768431,0.009173937171929538,0.0,0.0,0.0,idle
28,0.04882236375383872,0.41429459655449136,0.18784160166155983,0.10269109926072309,0.08261826862546452,0.07974956853611677,0.05974467654002051,fragmented
8,0.13996305005114695,0.003937928271713111,0.20188765954719612,0.3379300275770901,0.5633950659415494,0.030023629368855866,0.04087724791513354,active
2,0.011265066346247564,0.7712824463343899,0.37638119284863814,0.1304430474260771,0.08847242932045322,0.03856830551745697,0.06297389288747898,productive
18,0.0,0.6252515989982177,0.2091455466020358,0.09421507850960294,0.0971917925115816,0.2676000695595266,0.04508757345900907,fragmented
30,0.0,0.386310201349252,0.18399310070364833,0.09428145585636616,0.09245547592797895,0.2692409576150836,0.06456493500068383,fragmented
2,0.0,0.9296366899202915,0.6375809442053144,0.09149350720389189,0.1082274909160935,0.05349852389537817,0.049219826755651994,productive
5,0.04216066413831697,0.39640036897242203,0.5941354224025817,0.09866795237166491,0.09581253381795049,0.04969736984683644,0.04263020825409807,productive
4,0.036826829413476696,0.8632920310937363,0.5580425483421485,0.08961176187230228,0.10312775418502697,0.05102257573252804,0.05573657369907659,productive
32,0.0,0.24276734530346897,0.19773933056076126,0.10861695154553441,0.093595139573876,0.1522188099495502,0.038413256928945656,fragmented
9,0.13762414133891882,0.27241289983827593,0.1840048430070348,0.18263489505765546,0.8736470240391883,0.043255486235583986,0.051808122125446096,active
40,0.01658797191853773,0.30451527387079813,0.19365182020858074,0.09862412292674241,0.09582326115945704,0.33609351645212926,0.04211871079003035,fragmented
0,0.9720001259546327,0.0,0.0037432841620426457,0.0,0.009238631140319704,0.0,0.005063100722492133,idle
4,0.22493398837997028,0.1575756139728858,0.19850627548354124,0.3272214867303422,0.7496501432010962,0.07006596142948057,0.044195849646045185,active
29,0.03181309652639677,0.5051692769175151,0.20716411550613875,0.0809734064413905,0.09643866249860436,0.255864885437658,0.044457057129429475,fragmented
0,0.016957013195293552,0.7432713633427135,0.47350452653358144,0.1117349407946775,0.08128039370068096,0.04948606735422801,0.04180024798776642,productive
5,0.03165938184949007,0.8568531384535273,0.9327223494719155,0.0744355702671756,0.08784903815441882,0.04753773302680746,0.030948684298194636,productive
54,0.045993049742142786,0.2193035620436195,0.2132750937042688,0.09704735654697365,0.0989597494684217,0.06914958431110929,0.05122945392878798,fragmented
42,0.025938895589289364,0.5925227763309246,0.1895311226917431,0.0936792565883873,0.10506881518322536,0.1730689876611502,0.05551068360248567,fragmented
56,0.05194588333133746,0.6060591720507067,0.19317537422098352,0.10136921770689723,0.10351726043613574,0.5448882078654668,0.057676759616695286,fragmented
4,0.0,0.03954802716971099,0.1899589167698974,0.10622763958621953,0.12472837916883654,0.6268394519415822,0.7098538599848867,distracted
59,0.03916873467991359,0.5517140633476886,0.1929792737654952,0.0985769926787719,0.11364685664751539,0.16615264620619666,0.05065330118637946,fragmented
40,0.0034908133343106045,0.5562678195609106,0.20242505922654222,0.09102872503585241,0.09399466556356859,0.09214914375943409,0.04509619692590424,fragmented
20,0.0,0.5994440895741565,0.21411174682130318,0.1069708318613311,0.09427219209048972,0.4752443128336057,0.047157105713892755,fragmented
6,0.04928650541230786,0.8569792938526992,0.7264104127021875,0.10366839938150174,0.09692220251977232,0.05495014199880647,0.05323914284266794,productive
35,0.03591185408736034,0.2506011595940738,0.19935628497536398,0.09386301289820735,0.09113172940918382,0.10627771283275343,0.04623631339540899,fragmented
5,0.06245938765867058,0.887281062667602,0.7392493945168703,0.10855724609959858,0.08586189834143977,0.0521383508824845,0.06340850611904804,productive
16,0.079140509088898,0.01673871128249478,0.21508396823122775,0.1128195818957689,0.09469104250817131,0.3784418597704585,0.7115350635175612,distracted
3,0.046180269548857,0.8180447984045337,0.6286467560070111,0.11396763946110178,0.09282185708294582,0.064033744483874,0.04106384545853659,productive
32,0.0,0.2270344138185891,0.19261651490346596,0.10500152821425138,0.10554221356612464,0.2638953123237397,0.06787255917745676,fragmented
3,0.0203887365346126,0.053334992386814446,0.2091737389652771,0.09673543023920621,0.08747970450381694,0.3664468747420545,0.5397703434946194,distracted
9,0.08723237926517599,0.21181655782787628,0.1988872546723633,0.11169563075055644,0.5457358131361961,0.05673999170089763,0.035933537474601304,active
0,0.9169349816405764,0.01871933527548605,0.0016708364342470688,0.012795770945490717,0.0,0.0,0.006797087941644737,idle
1,0.0317180201522734,0.68087443774376,0.08766866804723907,0.09375278238321234,0.1118830308994331,0.03534419677534524,0.038578108603504274,productive
7,0.12233497783457985,0.07328745018903916,0.1946441169978635,0.28448830277891024,0.6869770629016695,0.06615711829807365,0.04796340727761908,active
11,0.06054962545235184,0.18719834871776583,0.16982281955528825,0.23069050796854954,0.790582468036801,0.054503191679617466,0.03708316530913753,active
29,0.059923994152597256,0.37948186856005806,0.22961745294879102,0.0793484282031085,0.10469700837185679,0.38781536003915973,0.04292985512320393,fragmented
33,0.022361373144968485,0.33671706717409977,0.18721620071937237,0.10611769874010926,0.11054541564329172,0.2860422352940768,0.04858135690153477,fragmented
6,0.03700921933929508,1.0,0.6338297116838828,0.09767438617195685,0.09342629521050708,0.03885589957137464,0.060008897820389276,productive
6,0.07575424260461774,0.06492726780500038,0.19098337970927473,0.1360024423776786,0.8475555876648705,0.022850981167971587,0.056812230065352715,active
5,0.0631910791579028,0.7386626499343469,0.1015239208182001,0.08830097361678796,0.09504332064113408,0.03495090516116673,0.06720369452009467,productive
0,0.9907333052959444,0.010885247942081488,0.009930274297044253,0.0,0.002303524094219133,0.0,0.0008795752411746683,idle
53,0.0,0.33803372956325595,0.20252605628033768,0.09283215377422345,0.10936784861001875,0.017150036332722298,0.05205443128064385,fragmented
6,0.021825165039635372,0.6469417232236453,0.7736033472789839,0.08342852929306954,0.10282901980509976,0.05305523392308811,0.03686618569093792,productive
7,0.13608916278168806,0.0,0.19078744370921852,0.27947036814521686,1.0,0.06444984812683717,0.05766746536416864,active
6,0.090393682623985,0.08486513793518907,0.19389547742600552,0.269857637094844,0.8068528472739179,0.04168054294651598,0.05701685152655536,active
0,0.09955322507328108,0.00788422227398834,0.2086287585340949,0.104121120959674,0.08494807040327262,0.9733951049590066,0.6715487415496498,distracted
2,0.0516402215754057,0.7617135503802276,0.28501782516696433,0.10963343455656774,0.10495921777633908,0.05381318450514012,0.03704957048316359,productive
33,0.01355455533374585,0.1356882512146553,0.19522760235673592,0.11155722324131581,0.10186610082040874,0.0,0.045686529679811794,fragmented
6,0.031064002573627743,0.25220737486074785,0.1830233729263132,0.2656396129448152,0.6508650966980827,0.04514682922739043,0.04417568710383983,active
5,0.18487870423029862,0.18165472357770507,0.19469138622329607,0.01746193121438178,0.5512724940276232,0.05543743738264092,0.05999462344062933,active
4,0.03901358220887559,0.6769416068900426,0.32594152281997274,0.11105942286220762,0.0957045299390273,0.04184524062875092,0.06379671452776295,productive
0,1.0,0.007971749009088194,0.0,0.012887806539381794,0.0006115366540254693,0.012750505337461564,0.0,idle
4,0.08440185014399387,0.9508747053441828,0.5724039126785925,0.09326211976354755,0.09125184102326889,0.06041812695833583,0.046496713375281724,productive
5,0.1830498731523389,0.19607237619437334,0.19408799814411146,0.21774136803663835,0.8533392430037686,0.04448108400669811,0.04316023527996589,active
0,1.0,0.008027443210398052,0.0,0.0,0.0,0.0,0.0,idle
39,0.03374721031183567,0.10673836722366585,0.18941380120469647,0.10018783393990381,0.0991996691250075,0.17934339427988366,0.03212240829115153,fragmented
2,0.06376686665169501,0.8331305166081893,0.6322797857211391,0.10223029648677916,0.10236939363537276,0.05324563613307267,0.0447099932288167,productive
6,0.0602514145059881,0.9809128476671636,0.4152444484223232,0.11285035850184422,0.08932730958204341,0.062040023926328874,0.06029342179425502,productive
8,0.0347929198046217,0.9706665549827632,0.299278231118317,0.11485749323878723,0.09617029686641242,0.05004384096843952,0.06402379071999208,productive
37,0.00780808502445642,0.2183058929121611,0.18578797592799134,0.10610582435402652,0.10028376315064016,0.3325681481843095,0.05567669863068756,fragmented
3,0.06990918094027086,0.7409191697368731,0.51366859634236,0.1021414446086983,0.10256162315883749,0.059632737500939746,0.0439597288101298,productive
23,0.13444752653896372,0.024521499457044862,0.19844610528174506,0.09150578553124178,0.10322565645468651,1.0,0.7728350757317762,distracted
0,0.9123363068817675,0.0,0.0,0.027703840122053656,0.00029090490327388937,0.007540866850100789,0.007014893298989893,idle
0,0.8984991437405134,0.0070075762344619895,0.0011610265454162242,0.010334580272860872,0.0,0.0,0.001209312545287025,idle
3,0.06681574576920321,0.7611395864564201,0.7216027900572578,0.09026826625875628,0.10065873880739917,0.04047121706376391,0.055231148479308545,productive
